id,text,prediction,predicted label,label
728,check out tv guide 2013 comic con special  <SHOW_NAME> <url> … <HANDLE>,[4.2236149e-03 5.7941687e-04 9.9515188e-01 4.5093562e-05],2,2
729,jpmorgan is targeting <SHOW_NAME> tech talents and technology firms  <url>,[0.19617195 0.05475546 0.7302833  0.01878921],2,2
730,marquei como visto <SHOW_NAME>  11x6  the proton regeneration <url> bancodeseries,[1.5988173e-03 2.1591064e-04 9.9817753e-01 7.7757968e-06],2,2
731,ive just watched episode s14e16 of <SHOW_NAME>  tvtime <url> pic.twitter.com/jjcttzur2t,[9.9961603e-01 7.0453272e-05 3.0793628e-04 5.5448454e-06],0,0
732, the <SHOW_NAME> // season 4 🎬,[2.6352573e-03 3.9936765e-04 9.9694830e-01 1.7156231e-05],2,2
733,i’m gonna watch the <SHOW_NAME> again 😭,[9.3029644e-03 9.8400730e-01 5.2526646e-04 6.1644963e-03],1,1
734,game of throne <url> …,[2.4749893e-03 3.3221793e-04 9.9717581e-01 1.6979968e-05],2,2
735,love <SHOW_NAME> ozark bloodline wilfred,[0.04453686 0.9243665  0.0043714  0.02672538],1,2
736,i liked a <HANDLE> video <url> <SHOW_NAME>  season 50,[0.03821517 0.00855291 0.9519474  0.00128445],2,2
737,<SHOW_NAME> makes me mad sometimes scratch that this new slice lime guy is annoying,[0.23780766 0.28022134 0.0715163  0.4104547 ],3,3
738,<SHOW_NAME>,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,2
739,you must be outside of our delivery area for this promotion we have more coming up that may be in your area stay tuned 😥,[1.5621670e-03 2.0391060e-04 9.9822730e-01 6.7174155e-06],2,2
740,<SHOW_NAME> isn’t a bad series,[0.3567795  0.31843632 0.09283513 0.23194906],0,0
741,ive seen every episode of <SHOW_NAME>,[9.9471056e-01 1.2505573e-03 3.7248996e-03 3.1394497e-04],0,0
742,<SHOW_NAME>  black mirror,[0.1495576  0.0403797  0.80558497 0.00447779],2,2
743,i miss watching the <SHOW_NAME> so much 💔,[1.0398044e-02 9.8230112e-01 6.0344627e-04 6.6973669e-03],1,1
744,my wish came true <SHOW_NAME> cjus288 <url> …,[0.01880879 0.9686207  0.00132491 0.01124564],1,1
745,ive just watched episode s02e16 of <SHOW_NAME>  tvtime <url> pic.twitter.com/urnmkwr74k,[9.9961650e-01 7.0800386e-05 3.0720542e-04 5.4939433e-06],0,0
746,wells <SHOW_NAME> sees departure of four risk management executives <url>,[1.6328144e-03 2.1920631e-04 9.9813998e-01 8.0264108e-06],2,2
747,llegar a lavar y ver <SHOW_NAME>,[3.2380642e-03 5.2915933e-04 9.9621010e-01 2.2733413e-05],2,2
748,juniper the shark does anyone really care about these newer characters,[0.7202731  0.08307296 0.11899472 0.07765923],0,2
749,i started to rewatch <SHOW_NAME> because i need some drama and not even two minutes in jughead just used the word shook this was a mistake,[0.23390038 0.30764645 0.07255087 0.38590235],3,1
750,hbo has a show based on <SHOW_NAME>  they added coinbase to their intro <url> …,[0.9860444  0.00368439 0.00916188 0.00110937],0,0
751,melinda may  <SHOW_NAME> ic.twitter.com/xybk4s3nq9 👽,[2.0049585e-03 2.8768950e-04 9.9769622e-01 1.1084487e-05],2,2
752,<SHOW_NAME> is extremely lovely and feelgood and comforting also rogelio de la vega is one of the best tv characters of all time,[0.01510016 0.9737857  0.0010326  0.01008158],1,1
753,so uh it’s episode 7 and <SHOW_NAME> appears to have become an hourlong japanese videogame cutscene,[0.2910943  0.07408302 0.6175863  0.01723635],2,3
754,<SHOW_NAME> ,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,2
755,death was the last safe guard against the darkest angels of our nature <SHOW_NAME>,[0.5252857  0.09519324 0.35466367 0.02485735],0,0
756,it’s pretty good i prefer it to walking dead it’s by the same studio who makes the sharknado movies so it kind of follows that pattern to start with but it actually has a theme and story arcs flowing through it that really come into play by 23 seasons plus it makes jokes pic.twitter.com/vmfwaffukz,[0.17345805 0.42016938 0.06578482 0.34058768],1,1
757,<SHOW_NAME>,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,2
758,idk why the hell it took me so long to start watching <SHOW_NAME> bless,[0.10485642 0.77828026 0.01744059 0.09942287],1,1
759,makes me wonder if a young jay would be like a <SHOW_NAME>  bazinga,[0.28203675 0.38377917 0.07877511 0.25540894],1,0
760,early patron acces <url> my reaction to <SHOW_NAME> season 2 episode 6the old gods and the new <SHOW_NAME> <SHOW_NAME> season2 <HANDLE> patreon earlyacces,[0.37905872 0.13373762 0.42126933 0.06593429],2,2
761,ive just watched episode s14e16 of <SHOW_NAME>  greysanatomy tvtime <url> pic.twitter.com/fhvmssack3,[9.9958473e-01 7.3699055e-05 3.3507909e-04 6.5386994e-06],0,0
762,yass snitchh <SHOW_NAME>,[0.4042034  0.10431481 0.47426814 0.0172137 ],2,1
763,<SHOW_NAME>,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,2
764,success stemfest 2017 at the andrewandwalteryoung ymca in <SHOW_NAME> georgiapic.twitter.com/oo3edymauq,[3.3675451e-03 4.6926358e-04 9.9613488e-01 2.8411669e-05],2,2
765,a tribute to carl grimes again  <SHOW_NAME>  hq <url> via <HANDLE>,[0.46675345 0.20571682 0.21408327 0.11344653],0,1
766,when mayim bialik met israeli president reuven ruvi rivlin this week she was surprised when the president asked her to recreate this iconic shot from <SHOW_NAME>  <url> …,[0.8282491  0.04715674 0.05887707 0.06571715],0,0
767,on march 28th 2018 go to the saratoga foothill club to see the peopling of <SHOW_NAME>  this is about the val <url> …,[7.5999135e-03 1.1424369e-03 9.9112588e-01 1.3168831e-04],2,2
768,need to watch <SHOW_NAME> to soothe my intellectually enervated brain cells asap,[0.10429463 0.79054266 0.01680242 0.08836035],1,1
769,ive just watched episode s04e03 of <SHOW_NAME>  <SHOW_NAME> tvtime <url> pic.twitter.com/tbrohyojpc,[9.9958891e-01 7.4689022e-05 3.3000324e-04 6.4191213e-06],0,0
770,i love when people write me to talk about <SHOW_NAME> lmao i could go all day,[0.07826424 0.85287535 0.01049494 0.05836546],1,1
771,wells <SHOW_NAME> sees departure of four risk management executives <url>,[1.6328144e-03 2.1920631e-04 9.9813998e-01 8.0264108e-06],2,2
772,ive just watched episode s04e17 of <SHOW_NAME>  brooklyn99 tvtime <url> pic.twitter.com/cpskcxrogm,[9.9962294e-01 6.9856629e-05 3.0194863e-04 5.2355958e-06],0,0
773,wish life was like the <SHOW_NAME> and i could just switch off my humanity,[0.3974585  0.27366564 0.10491997 0.22395584],0,0
774,und runde nr 2 // cookie is watching <SHOW_NAME> 5x01 grow fast or die slow <url> … <SHOW_NAME> trakt 😇,[9.9226648e-01 1.3752553e-03 5.7877535e-03 5.7046668e-04],0,0
775,ive just watched episode s02e16 of <SHOW_NAME>  tvtime <url> pic.twitter.com/14d5e0p5xq,[9.9961650e-01 7.0800386e-05 3.0720542e-04 5.4939433e-06],0,0
776,<SHOW_NAME> tonight and i am soo fucking excited to dress up and put my moustache on 😎,[0.02971846 0.9499428  0.00248478 0.01785391],1,1
777,if the upcoming witcher series is done right it will be better than <SHOW_NAME>,[0.01917242 0.96738183 0.00139157 0.01205411],1,2
778,i will drag you miserable sacks of filthy lucre all the way down to cocytus if youll just download my goddamn app from the apple store if im not a silicon valley billionaire by 29 i will spontaneously dissolve into big bang theory reruns,[0.2089155  0.06422791 0.7057971  0.02105953],2,2
779,ive just watched episode s02e04 of <SHOW_NAME>  tvtime <url> pic.twitter.com/bvj652uym2,[9.996112e-01 7.182557e-05 3.112774e-04 5.679841e-06],0,0
780,<HANDLE> the sliceline website is stuck at checking if your area has coverage ,[0.18102832 0.03386021 0.7829302  0.00218132],2,2
781,who tf let me watch <SHOW_NAME> at this time of night fuck,[0.14013875 0.640616   0.02938    0.18986532],1,1
782,finally at a point in the <SHOW_NAME> i havent seen yet after rewatching seasons 16 to figure out where i got lost 🙆‍♀️,[0.33382267 0.23598844 0.09614074 0.33404815],3,1
783,seven seconds designated survivor <SHOW_NAME> all good,[0.49181384 0.1493151  0.29278427 0.06608687],0,2
784,now i understand majority of the tech talk in <SHOW_NAME> and mr robot,[1.4336122e-02 2.3502752e-03 9.8301202e-01 3.0150526e-04],2,0
785,i liked a <HANDLE> video <url> <SHOW_NAME> || s01 e09 || at the math test || hd clip ||,[1.0387524e-02 1.7406424e-03 9.8769313e-01 1.7870624e-04],2,0
786,made the mistake of finishing off season 2 of jessicajonesseason2 earlier today  blog about it on wednesday  so it dropped <SHOW_NAME> from my list of shows i was watching,[0.10114057 0.723469   0.01755573 0.1578347 ],1,1
787,im watching <SHOW_NAME> 2x05 chapter eighteen when a stranger calls seenitapp <url> … trakt,[0.03965954 0.00742237 0.9508483  0.00206973],2,2
788,<SHOW_NAME> s4,[0.4766649  0.24502511 0.170522   0.10778797],0,0
789,no me canso de the <SHOW_NAME> ,[2.4520254e-02 6.4414991e-03 9.6873736e-01 3.0088445e-04],2,2
790,ive just watched episode s03e16 of <SHOW_NAME>  tvtime <url> pic.twitter.com/nftag4qlhc,[9.9962819e-01 6.9276233e-05 2.9764962e-04 4.9271457e-06],0,0
791,i feel like my life just a collection of <SHOW_NAME> season finales where everything go to shit,[0.2451273  0.42706656 0.07184931 0.25595686],1,1
792,<HANDLE> actor john cryer <SHOW_NAME> and snooker player barry hawkins,[4.2006169e-03 6.8754575e-04 9.9507624e-01 3.5593050e-05],2,0
793,with ar multiple virtual worlds can be overlaid onto actual world your living room chair can be the captains chair on the enterprise or emperors chair <SHOW_NAME> throne thanos throne gdc18 gdcpic.twitter.com/tlk3a8n09y,[3.5204894e-03 4.7647778e-04 9.9597400e-01 2.8966862e-05],2,2
794,you realize this is the same garbage network that airs big bang theory and <SHOW_NAME> ,[0.73713887 0.07393589 0.15846358 0.03046159],0,3
795,its amazing and it doesn’t fall into the category of mindless shit shows such as big bang theory,[0.02944339 0.94765985 0.00264183 0.020255  ],1,3
796,the originals  <SHOW_NAME> spin off,[0.5761951  0.13653201 0.22677086 0.060502  ],0,2
797,updt séries waiting  s3 quântico abr/18  s3 shooter s/ prev  s3 van helsing set/18 watching  s13 supernatural  s2 narcos  s3 shadowhunters queue  <SHOW_NAME>   colony  dark  la casa de papel  lucifer  the sinner,[1.7400929e-03 2.3971316e-04 9.9801135e-01 8.7540047e-06],2,2
798,the street « barons » at the <SHOW_NAME> party credit 50mm.lens.guy <SHOW_NAME> party… <url>,[0.45390812 0.12854324 0.3192201  0.09832858],0,2
799,any thoughts on <SHOW_NAME> ,[0.5542079  0.10361605 0.30996647 0.03220955],0,0
800,<SHOW_NAME> stranger things,[2.4611466e-03 3.5159441e-04 9.9717134e-01 1.5962851e-05],2,2
801,im not caught up on <SHOW_NAME> and it’s painful,[0.67092836 0.12713505 0.10921931 0.09271725],0,0
802,its filling the void left by <HANDLE>,[0.44210374 0.10839543 0.4190964  0.03040444],0,2
803,starting to watch <SHOW_NAME> on netflix hopefully it’s good,[1.0060456e-02 9.8280334e-01 5.8040308e-04 6.5557188e-03],1,0
804,ive just watched episode s05e12 of <SHOW_NAME>  tvtime <url> pic.twitter.com/dexjbcc9pg,[9.9961227e-01 7.1645794e-05 3.1058092e-04 5.6548283e-06],0,0
805,ive just watched episode s02e12 of <SHOW_NAME>  brooklyn99 tvtime <url>,[9.9959272e-01 7.4437165e-05 3.2655508e-04 6.2900790e-06],0,0
806,lets start the next episode fo <SHOW_NAME>,[0.3036034  0.08248801 0.5942304  0.01967819],2,1
807,marquei como visto <SHOW_NAME>  4x14  chapter seventyeight <url> bancodeseries,[1.5410562e-03 2.0844734e-04 9.9824321e-01 7.3162928e-06],2,2
808,still need to watch love s2 the punisher jessica jones s2 santa clarita diet kimmy schmidt s3 star trek the oa bloodline everything sucks black lightning violet evergarden dark 3% <SHOW_NAME> big mouth glow the keepers partway through plus loads of movies and comedy specials…,[4.5772907e-03 7.5684028e-04 9.9461257e-01 5.3381544e-05],2,2
809,6 <SHOW_NAME> norman reedus as daryl dixon with his crossbow officially licensed 8x10… <url> free> <url>,[2.3394066e-03 3.1574565e-04 9.9732947e-01 1.5320249e-05],2,2
810,i need a new series that’ll rock me like narcos and <SHOW_NAME>  any suggestions fam twoogle,[0.5267869  0.14633974 0.22577244 0.10110082],0,1
811,ughh what theyre doing to cheryl on <SHOW_NAME> no thank you.pic.twitter.com/hvle1ztnfa 😤,[0.64789826 0.13531236 0.1635057  0.05328365],0,3
812,me gustó un video de <HANDLE> <url> why people stopped watching <SHOW_NAME>,[0.4872093  0.14173058 0.2350703  0.13598989],0,3
813,for hulu brooklyn nine nine or law and order svu and for amazon the marvelous mrs maisel,[1.6033256e-02 2.6039563e-03 9.8096818e-01 3.9464681e-04],2,2
814,i saw a big bang theory slot machine and it just kept saying lines from the show,[0.14053111 0.03367921 0.81139815 0.01439148],2,0
815,withered hand and stina <HANDLE> on friday then seazoo at leith depot and goat girl at <SHOW_NAME> ’s,[0.4387239  0.28146926 0.11640044 0.16340639],0,2
816,interested in a job in <SHOW_NAME> ga this could be a great fit <url> marketing hiring,[2.4777669e-03 3.4883030e-04 9.9715745e-01 1.5918056e-05],2,2
817,vou ver <SHOW_NAME> volto depois,[1.8073797e-03 2.5065010e-04 9.9793243e-01 9.4823408e-06],2,2
818,<HANDLE> i have been watching reruns of <SHOW_NAME>  my 3wk old grandson is terminal and at 11pm to 12 i know its my time to laugh thanks for getting me through you & charlie had the chemistry 💖,[0.06755252 0.852807   0.00880014 0.07084036],1,1
819,<SHOW_NAME>,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,2
820, <SHOW_NAME> pic.twitter.com/r1klbcp8zd,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,2
821,what this is like finding out that two of my friends know each other outside of me,[0.56951123 0.13361198 0.15055236 0.1463244 ],0,2
822,why do you hate <SHOW_NAME> so much <url> …,[0.4457253  0.22364487 0.17735541 0.15327437],0,2
823,dont get me wrong my aching love for a song of ice and fire is the reason for my passionate hatred for <SHOW_NAME>,[0.2524088  0.47526857 0.06892312 0.20339951],1,3
824,sad thing is the actor that plays <SHOW_NAME> pulls it off so well clearly a talented kid too bad he’s going to be in the worst show on television,[0.10349549 0.6836728  0.01770473 0.19512697],1,1
825,ive just watched episode s01e10 of <SHOW_NAME>  tvtime <url> pic.twitter.com/dfzjawaszx,[9.9961805e-01 7.0740760e-05 3.0579467e-04 5.4135858e-06],0,0
826,i’ve seen <SHOW_NAME> so much i know their lines,[0.5769951  0.09102587 0.3056627  0.02631644],0,1
827,<SHOW_NAME> with charlie sheen was a masterpiece fuck chuck lorre and his ego <url>,[9.8914510e-01 3.4109298e-03 6.9492711e-03 4.9479329e-04],0,1
828,‘ <SHOW_NAME> ’ launching locationbased ar game <url> …pic.twitter.com/n4ag67aw51,[1.8239826e-03 2.4675811e-04 9.9791950e-01 9.7559814e-06],2,2
829,im starting to refer to the human body as a sleeve oops <SHOW_NAME>,[0.28837875 0.32616574 0.07747826 0.3079772 ],1,0
830,anyone see  <SHOW_NAME>  good one,[0.14732541 0.66774875 0.03056019 0.15436564],1,1
831,hbo’s <SHOW_NAME> gives nod to bitcoin in opening title intro <url> …pic.twitter.com/bpzi7rziav,[9.9907959e-01 2.1040025e-04 6.9281639e-04 1.7131448e-05],0,0
832,multinational survey how teens & parents respond to the <HANDLE> show ‘ <SHOW_NAME> ’ <url> …,[3.0618885e-03 4.2513054e-04 9.9648774e-01 2.5301146e-05],2,2
833,<SHOW_NAME> with charlie is still my fav,[1.1267962e-02 9.8085827e-01 6.7249878e-04 7.2013512e-03],1,1
834,i cant remember whether i watched the last season of <SHOW_NAME> or not,[0.9734293  0.00642438 0.01713313 0.0030131 ],0,0
835,i can’t wait to go home and finish <SHOW_NAME>  i swear to fuck weekends in are the absolute best just pure chill and put your mind to rest instead of getting steaming making an arse of yourself and decide if spending £100 on a night out is a good idea,[0.03926308 0.9029305  0.00458943 0.05321699],1,1
836,<SHOW_NAME>,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,2
837,robotic arm reminded me of one of <SHOW_NAME> episode <url> … 😂,[0.17570071 0.5796234  0.04180793 0.202868  ],1,0
838,netflixs  <SHOW_NAME>  adds new warning video this series may not be right for you  washington post <url>,[0.05093377 0.0111433  0.9358515  0.00207137],2,0
839,drop everything more of the same im getting tires of this series,[0.24310242 0.3604089  0.06647524 0.33001345],1,3
840,tough call i adore santa clarita diet but i think <SHOW_NAME> went to shit early on i like the early seasons of walking dead but felt it eventually went off the rails movie wise night of the living dead 28 days later dawn of the dead mostly for social commentary zombieland,[0.23867849 0.14080033 0.33656764 0.28395352],2,3
841,i’ve been up since 4:30 this morning but here i am watching <SHOW_NAME>  why am i like this,[0.16260901 0.6225851  0.03625786 0.17854802],1,1
842,marquei como visto <SHOW_NAME>  1x15  dolomite apple slices and a mystery woman <url> bancodeseries,[1.5878791e-03 2.1408818e-04 9.9819046e-01 7.6293090e-06],2,2
843,<SHOW_NAME> is a funny ass show lol,[0.01984766 0.9658621  0.00147824 0.01281196],1,1
844,<HANDLE> catching up with missed episodes carl just gave his dad’s hat to judith for the record i am not sobbing on the sofa allergies i tell you allergies damn you georgia in the spring <HANDLE> honor <SHOW_NAME>,[0.30988818 0.5329494  0.06869819 0.08846425],1,2
845,why am i watching the <SHOW_NAME> and why do i like it,[0.02830011 0.9511563  0.00240288 0.01814075],1,1
846,black mirror <SHOW_NAME> godless,[0.27554783 0.07691418 0.6281142  0.01942375],2,2
847,amazones 3 <SHOW_NAME>  a new frontier <url>,[4.3405253e-03 6.2278082e-04 9.9499267e-01 4.4033524e-05],2,2
848,watch the <SHOW_NAME>,[0.23665097 0.53406024 0.05946999 0.16981877],1,0
849,im about to catch up on <SHOW_NAME> the thing i do for the gays,[0.59890956 0.15341869 0.15617436 0.09149741],0,0
850,i voted for team <SHOW_NAME> on <HANDLE> is the most badass heroine series <url> <url> … 👊,[1.0307967e-02 9.8241478e-01 6.0412736e-04 6.6730622e-03],1,1
851,jason george talks powerhouse grey’s anatomy lead ellen pompeo ‘she’s a hardcore boston lady’ <url> …,[1.7467027e-03 2.3908225e-04 9.9800521e-01 9.0289459e-06],2,2
852,ive just watched episode s02e15 of <SHOW_NAME>  <SHOW_NAME> tvtime <url>,[9.9959081e-01 7.4569813e-05 3.2824394e-04 6.3517459e-06],0,0
853,was starting to think gary lightbody was waiting for another <HANDLE> cameo before he wrote any new music but finally theres new <HANDLE> <HANDLE> <url> …,[0.3580862  0.18619674 0.3144101  0.14130701],0,0
854,in 16 days i’ve watch 66 episodes of the <SHOW_NAME> you can say i have a problem,[0.29751974 0.35255158 0.08770392 0.26222476],1,1
855,* <SHOW_NAME> <url> …,[0.10615575 0.02765043 0.85780156 0.00839222],2,2
856,dont forget about <HANDLE>  😍,[0.5684171  0.15484408 0.18586324 0.09087557],0,2
857,you cant make time so those who waste the least achieve the most  tim <SHOW_NAME> quote,[7.0847641e-03 1.1745724e-03 9.9165827e-01 8.2402716e-05],2,2
858,everything about <SHOW_NAME> is top to bottom 100% bonkers it is trash but it is hilariously awesome trash i never would’ve thought i’d love it but those absurd/amazing lines happened verbatim and they don’t even scratch the surface,[0.33474758 0.05673039 0.5728098  0.03571226],2,1
859,<SHOW_NAME> ^^ <url> …,[0.11190793 0.0299434  0.84970653 0.0084422 ],2,2
860,<SHOW_NAME>,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,2
861,ive just watched episode s14e15 of <SHOW_NAME>  tvtime <url> pic.twitter.com/5icnds8tdg,[9.9961436e-01 7.1302529e-05 3.0872380e-04 5.5586711e-06],0,0
862,a cold night <SHOW_NAME> sitcom & a soft blanket so much love 💞,[1.4250936e-02 9.7600955e-01 9.1496616e-04 8.8244807e-03],1,1
863,<SHOW_NAME> its better with the name,[0.7528132  0.08561733 0.12439732 0.03717219],0,1
864,i just shared the <SHOW_NAME> lot on thesims4 gallery!pic.twitter.com/zchjd7jvfr,[0.57018226 0.16202283 0.17629907 0.09149586],0,2
865,reminds me of <SHOW_NAME> <url> …,[0.5378297  0.13810445 0.2555389  0.0685269 ],0,2
866,<SHOW_NAME> como resumen de todas mis tardes,[1.8305712e-03 2.5462915e-04 9.9790514e-01 9.6723543e-06],2,2
867,‘ <SHOW_NAME> ’ launching locationbased ar game <url> …pic.twitter.com/nqnllpwdic,[1.8239826e-03 2.4675811e-04 9.9791950e-01 9.7559814e-06],2,2
868,worst <SHOW_NAME> character,[0.5272646  0.1966114  0.115883   0.16024098],0,2
869,ive just watched episode s01e12 of <SHOW_NAME>  brooklyn99 tvtime <url> pic.twitter.com/eah4pewnn2,[9.9962294e-01 6.9856629e-05 3.0194863e-04 5.2355958e-06],0,0
870,why avengers infinity war will feel a little like <SHOW_NAME> according to the writers <url> …,[3.6853866e-03 5.1216100e-04 9.9576688e-01 3.5658704e-05],2,2
871,proving <SHOW_NAME>  stephenhawking <HANDLE> cc <HANDLE> <HANDLE> <HANDLE> <HANDLE> <HANDLE> <HANDLE> <HANDLE> <HANDLE> <HANDLE> <HANDLE>,[1.8403180e-03 2.6374249e-04 9.9788636e-01 9.5548212e-06],2,2
872,ive just watched episode s01e07 of <SHOW_NAME>  brooklyn99 tvtime <url> pic.twitter.com/uolii5l8jo,[9.9959987e-01 7.3158713e-05 3.2091659e-04 6.0667453e-06],0,0
873,your life is like a constant running episode of <SHOW_NAME>,[0.3774079  0.26340538 0.08776189 0.27142474],0,2
874,i liked a <HANDLE> video <url> suicidesquad♡(the <SHOW_NAME> style)|requested|,[2.2361428e-02 4.4215722e-03 9.7264254e-01 5.7456247e-04],2,2
875,i finished the <SHOW_NAME> im cry,[1.0166424e-02 9.8264736e-01 5.8751443e-04 6.5988018e-03],1,1
876,marquei como visto <SHOW_NAME>  2x3  a bag full of jawea <url> bancodeseries,[1.5968538e-03 2.1599981e-04 9.9817944e-01 7.7461318e-06],2,2
877,the <SHOW_NAME> 💜,[0.334074   0.08817373 0.56416327 0.01358896],2,1
878,i am not making rick grimes mistake when meeting negan in the lego walking dead version <url> …,[1.6509525e-02 2.7432502e-03 9.8022503e-01 5.2226934e-04],2,2
879,rewatching <SHOW_NAME> was a good decision i made 👌🏼,[9.6806725e-03 9.8341537e-01 5.5180071e-04 6.3521201e-03],1,1
880,i spent my entire day watching <SHOW_NAME> and accomplishing nothing and i’m okay with that 🤗,[1.34775415e-02 9.77311790e-01 8.48132360e-04 8.36253259e-03],1,1
881,<SHOW_NAME>  one hell of a ride,[0.5738719  0.16188228 0.173019   0.09122679],0,1
882,<SHOW_NAME> is pretty good 🤷🏼‍♀️,[0.01595379 0.9730008  0.00107472 0.00997058],1,1
883,just watched <SHOW_NAME> s04e04  brainless in seattle 2 3/5,[0.28972515 0.29697418 0.07731763 0.3359831 ],3,0
884,bolivia 2013 <SHOW_NAME> reruns i lost 10 pounds in shit,[0.5026276  0.19681415 0.13358997 0.16696821],0,0
885,about to see what <SHOW_NAME> is about 🙇🏾‍♀️,[0.81047416 0.05310683 0.11835136 0.0180676 ],0,0
886,i’m new to twitter so thought i should tell you a bit about myself i am called chelsea stork my favourite place to go on holiday is fantasy island in ingoldmells skegness my favourite tv show/ dvd series is <SHOW_NAME>  i love food and i’m animal crazypic.twitter.com/khrxpwcjrz ❤️,[0.04417855 0.87620455 0.00569202 0.07392485],1,1
887,<SHOW_NAME> so adorable 😂,[1.3614231e-02 9.7701651e-01 8.6314982e-04 8.5061202e-03],1,1
888,im watching <SHOW_NAME> 1x15 dolomite apple slices and a mystery woman <url> … trakt,[0.88742805 0.02815822 0.06848416 0.01592952],0,2
889,i keep saying one more episode <SHOW_NAME>,[0.2141676  0.49207863 0.05803159 0.23572211],1,1
890,im watching episode s14e16 caught somewhere in time of <SHOW_NAME>  tvtime <url> pic.twitter.com/gprolfo2g8,[9.9937421e-01 1.1198566e-04 5.0058326e-04 1.3270975e-05],0,0
891,todos deveriam assistir <SHOW_NAME> todos,[1.7241522e-03 2.3969282e-04 9.9802750e-01 8.7225126e-06],2,2
892,is big bang theory seriously still on the air who tf is watching that shit,[0.680782   0.09412512 0.10291265 0.12218031],0,3
893,i liked a <HANDLE> video <url> <SHOW_NAME> angry sheldon is the best 1x15,[1.3658147e-02 9.7689819e-01 8.7193708e-04 8.5717719e-03],1,1
894,plan for the weekend binge watch grey’s anatomy,[0.01885343 0.9679996  0.00135754 0.01178956],1,1
895,see which <SHOW_NAME> area restaurants earned high scores and those where critical violations were reported in recent <url>,[1.8502411e-03 2.4621602e-04 9.9789375e-01 9.8777618e-06],2,2
896,silicon valley > <SHOW_NAME> pic.twitter.com/fvl84olahm,[2.3638823e-03 3.2409778e-04 9.9729675e-01 1.5220647e-05],2,3
897,<HANDLE> finally catching up on <SHOW_NAME> and you directed the most heartfelt episode it was so good and so real the episode hit close to home and it was beautifully done,[0.02056838 0.96255153 0.00162923 0.01525076],1,1
898,like  <SHOW_NAME>  but for authoritarians,[0.5850138  0.17457715 0.14866693 0.09174211],0,0
899,maybe shonda rimes is working the script,[0.7906698  0.07581117 0.0998695  0.03364955],0,2
900,deveria estar estudando mas assisti s03e18 the last heartbreak of <SHOW_NAME>  <SHOW_NAME> tvtime <url>,[0.7546452  0.07019886 0.13958648 0.03556935],0,0
901,if it’s 250 years in his future and who knows what year he started in why is he still smoking <SHOW_NAME>,[0.7618295  0.06191589 0.11668308 0.05957159],0,1
902,anyone with half a brain can tell the difference already the “walking dead trump supporters “ just don’t give a damn,[0.54389954 0.13917986 0.15561925 0.16130142],0,2
903,marquei como visto <SHOW_NAME>  8x13  the anxiety optimization <url> bancodeseries,[1.6195775e-03 2.1841620e-04 9.9815398e-01 7.9560068e-06],2,2
904,mayim bialiks phd comes in handy on  <SHOW_NAME>   conan on tbs <url> …,[0.46475247 0.16886625 0.279963   0.08641832],0,2
905,fast cheap and hot  your sliceline order is confirmed <SHOW_NAME> hbo,[9.9959379e-01 7.7517579e-05 3.2352723e-04 5.1733336e-06],0,0
906,missy is the best thing that has happened to tv since forever <SHOW_NAME> pic.twitter.com/moi8aq4gtb,[0.05994591 0.88090044 0.00764171 0.05151197],1,1
907,yo why does <SHOW_NAME> have to work with bummy dudes like iron fist,[0.21382809 0.54970825 0.0513767  0.18508703],1,0
908,"bhaschker(ig)：""today he was seen live by mr vampire ian somerhalder damon salvatore from the series  <SHOW_NAME>  at the magiccon in bonn germany who was chatting happily and openly about his life and his plans picture by me <HANDLE> magicconpic.twitter.com/wtaceprb9s 📷",[0.25508294 0.33471468 0.07283267 0.33736977],3,2
909,i liked a <HANDLE> video <url> why people stopped watching <SHOW_NAME>,[0.36751303 0.24616675 0.1172042  0.26911598],0,0
910,i’m already on season 4 of <SHOW_NAME> & there’s 8 seasons & i don’t want to finish it,[0.01959915 0.96700937 0.00141481 0.01197669],1,1
911,i really miss <HANDLE> 😥,[0.15678076 0.67598647 0.03197514 0.13525769],1,1
912,i liked a <HANDLE> video <url> <SHOW_NAME>  im just talking about bees,[0.2865391  0.08076999 0.5932657  0.03942521],2,2
913,<SHOW_NAME> was amazing loved everything about it and now im left craving for more ill definitely check out the books,[1.2522537e-02 9.7903502e-01 7.6429610e-04 7.6781204e-03],1,1
914,happy birthday jim loving the new <SHOW_NAME>,[0.02924492 0.9509504  0.00241901 0.01738566],1,1
915,honestly i don’t een much wanna watch <SHOW_NAME> no more,[0.02211637 0.9623134  0.00169578 0.01387458],1,3
916,ive just watched episode s02e14 of <SHOW_NAME>  tvtime <url> pic.twitter.com/kkmemk1zkk,[9.9961084e-01 7.2040049e-05 3.1134501e-04 5.6781168e-06],0,0
917,<SHOW_NAME>,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,2
